,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
2707,61.359,52.044010179162036,0.0,46.33335028068489,0.0,144.375,-5.710659898477147
2708,57.805,56.0944532804699,0.0,56.0944532804699,0.0,150.0,0.0
2709,45.293,58.435138638630846,0.0,58.435138638630846,0.0,150.00000000000003,0.0
2710,44.722,59.83360285178827,0.0,59.83360285178827,0.0,150.00000000000006,0.0
2711,43.95,68.20215973392621,0.0,68.20215973392621,0.0,150.00000000000006,0.0
2712,49.575,81.9675209626882,0.0,81.9675209626882,0.0,150.00000000000006,0.0
2713,49.575,89.88379096528317,0.0,89.88379096528317,0.0,150.00000000000006,0.0
2714,49.575,80.69289505462949,0.0,80.69289505462949,0.0,150.00000000000006,0.0
2715,49.575,78.63173344605983,0.0,78.63173344605983,0.0,150.00000000000006,0.0
2716,49.575,82.88665691095517,0.0,82.88665691095517,0.0,150.00000000000006,0.0
2717,49.575,81.00059360379637,2.3450431266769862,83.34563673047336,0.0,150.0,0.0
2718,46.904,63.25914885463634,13.58181792994036,76.8409667845767,0.0,150.0,0.0
2719,45.968,98.52930443609672,37.68839319326127,136.21769762935799,0.0,150.0,0.0
2720,39.549,75.55396905694936,69.37598751050122,144.92995656745057,0.0,150.0,0.0
2721,35.892,62.81001176959444,89.65903497138036,152.46904674097482,0.0,150.0,0.0
2722,35.446,57.977837650090706,109.54917733777091,167.5270149878616,0.0,150.0,0.0
2723,33.961,33.06813041906491,118.21477089864531,151.2829013177102,0.0,150.0,0.0
2724,33.961,35.09034044224194,119.35274834242836,154.4430887846703,0.0,150.0,0.0
2725,34.986,23.037450315944437,124.672852938705,147.71030325464943,0.0,150.0,0.0
2726,36.662,2.7717148291491496,107.40511016511356,110.1768249942627,0.0,150.0,0.0
2727,39.025,0.0,83.68522658021163,83.68522658021163,0.0,150.0,0.0
2728,49.575,9.232270945868535,49.64731192547788,58.879582871346415,0.0,150.0,0.0
2729,51.865,15.08915528195726,18.863515564578705,33.952670846535966,0.0,150.0,0.0
2730,70.709,26.670314436619385,4.635721105378111,80.55603554199749,0.0,150.0,49.25
2731,54.418,31.135837332738703,0.0,32.43188996431765,0.0,100.0,1.2960526315789453
2732,51.965,43.45622595778616,0.0,44.752278589365105,0.0,98.6842105263158,1.296052631578946
2733,51.965,46.20986395700204,0.0,47.50591658858099,0.0,97.36842105263159,1.296052631578946
2734,49.575,55.156086450303285,0.0,56.45213908188223,0.0,96.05263157894737,1.296052631578946
2735,49.575,59.563369412807056,0.0,60.859422044386,0.0,94.73684210526318,1.296052631578947
2736,49.835,49.58091717403135,0.0,50.876969805610294,0.0,93.42105263157897,1.296052631578947
2737,49.835,31.225582474957047,0.0,32.521635106535996,0.0,92.10526315789477,1.2960526315789478
2738,49.835,18.089445868266473,0.0,19.385498499845422,0.0,90.78947368421056,1.2960526315789478
